cq,rooms,epoque,furnished,ref,refmaj,refmin
TEMPLE - ENFANTS ROUGES,1,1946-1970,meuble,36.799896343334154,44.19987488438822,25.799926712721142
MARAIS - PLACE DES VOSGES,1,1946-1970,meuble,36.820608069433234,44.22056785996002,25.799860575081684
AMIRAUX - SIMPLON - POISSONNIERS,1,1946-1970,meuble,29.713791489397803,35.65391644105175,20.773666537743857
PIGALLE - MARTYRS,1,1946-1970,meuble,33.42372949645826,40.07210375274015,23.357215414504132
CITROEN - BOUCICAUT,1,1946-1970,meuble,30.8,37.0,21.6
VIOLET - COMMERCE,1,1946-1970,meuble,30.799879283628318,36.99984984525608,21.59989931695784
PLACE DES FETES,1,1946-1970,meuble,29.100001909385664,34.90000190938566,20.4
ODEON,1,1946-1970,meuble,36.89999542575674,44.29999542575674,25.8
MASSENA - JEANNE D'ARC,1,1946-1970,meuble,29.1,34.9,20.4
JARDIN DE REUILLY,1,1946-1970,meuble,29.710388713831335,35.69246603683722,20.80692545942056
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,1946-1970,meuble,33.19994732843714,39.79993679431797,23.199963129978524
PLATEAU,1,1946-1970,meuble,28.843150998024754,34.64315099802475,20.22876684757878
MONTPARNASSE - RASPAIL,1,1946-1970,meuble,32.7951181196045,39.32075475711295,22.919063757541398
LA FOURCHE - GUY MOQUET,1,1946-1970,meuble,29.200042074720923,35.00005450331488,20.400032268719652
CHARLES HERMITE - EVANGILE,1,1946-1970,meuble,29.125103160774117,34.925103160774114,20.4
JEAN MOULIN - PORTE D'ORLEANS,1,1946-1970,meuble,29.799110151771984,35.79890084610426,20.899323942616196
INVALIDES,1,1946-1970,meuble,39.39997010337229,47.29996412404675,27.599978474428053
LOUIS BLANC - AQUEDUC,1,1946-1970,meuble,32.44880802942295,38.89857008247049,22.674167185666427
NOTRE - DAME DES CHAMPS,1,1946-1970,meuble,38.709406682749716,46.471286265500446,27.102777029719864
ITALIE - PEUPLIERS - RUNGIS,1,1946-1970,meuble,28.300041979391157,34.00004716632763,19.800031121618836
TRIANGLE D'OR,1,1946-1970,meuble,36.90006731094439,44.30008077313325,25.800048857328093
MARTIN LUTHER KING,1,1946-1970,meuble,29.692104156308048,35.656138875077396,20.810086796923372
BAS - BELLEVILLE,1,1946-1970,meuble,28.800028085721603,34.600028085721604,20.2000140428608
BLANCHE - TRINITE,1,1946-1970,meuble,33.31655829892227,39.941763307288575,23.281906639645086
RENNES,1,1946-1970,meuble,38.96533191457274,46.778398297487286,27.287038978492372
MANIN - JAURES,1,1946-1970,meuble,29.076599030446427,34.87659903044643,20.384399353630947
MUETTE NORD,1,1946-1970,meuble,33.900012178142845,40.70001461377142,23.70000863541038
PORTE DES LILAS,1,1946-1970,meuble,29.1,34.9,20.4
EMERIAU - ZOLA,1,1946-1970,meuble,30.8,37.0,21.6
PORTE SAINT-DENIS - PARADIS,1,1946-1970,meuble,33.199823156757425,39.79978828318007,23.199876704801362
GEORGES BRASSENS,1,1946-1970,meuble,29.899967299425132,35.89996116806734,20.899977518354778
MONTMARTRE,1,1946-1970,meuble,30.30005822910595,36.40006826860698,21.200040158004104
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,1946-1970,meuble,29.071313356077972,34.87131335607797,20.380857946844422
SAINT - GERMAIN DES PRES,1,1946-1970,meuble,36.90042233697273,44.30050680436729,25.80030408262037
BEL - AIR NORD,1,1946-1970,meuble,28.800038747258135,34.60004535937887,20.20002583151635
AUTEUIL SUD,1,1946-1970,meuble,30.8,37.0,21.6
PONT DE FLANDRE,1,1946-1970,meuble,29.1,34.9,20.4
SAINT - PHILIPPE DU ROULE,1,1946-1970,meuble,36.48318347784091,43.799820173409096,25.508228434488643
TERNES - MAILLOT,1,1946-1970,meuble,32.4000300129527,38.900036015543236,22.700020066132655
MONTSOURIS - DAREAU,1,1946-1970,meuble,29.22364922981853,35.031531039440075,20.41970543645815
DUPLEIX - LA MOTTE PICQUET,1,1946-1970,meuble,30.800066288018677,37.000079165164934,21.600045680667566
LEON BLUM - FOLIE-REGNAULT,1,1946-1970,meuble,29.24325222181777,35.057671700161464,20.43604558925258
BASSIN DE LA VILLETTE,1,1946-1970,meuble,29.10000034058022,34.90000034058022,20.400000000000002
COURCELLES - WAGRAM,1,1946-1970,meuble,32.400096803205656,38.90011616384678,22.70006622732863
ROSA PARKS - MACDONALD,1,1946-1970,meuble,29.1,34.9,20.4
REUNION - PERE LACHAISE,1,1946-1970,meuble,28.92918313879589,34.729185368348546,20.28612142373334
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,1,1946-1970,meuble,29.199991801930366,34.99999180193037,20.399995900965184
SAINT BLAISE,1,1946-1970,meuble,29.09999552282517,34.89999552282517,20.39999701521678
PEREIRE - MALESHERBES,1,1946-1970,meuble,31.21672932798583,37.48917727567542,21.8808126116825
REPUBLIQUE - SAINT-AMBROISE,1,1946-1970,meuble,29.532620770024977,35.443465878107986,20.677155493095498
PERNETY,1,1946-1970,meuble,28.450876192601463,34.18105055380615,19.91064030377192
EUROPE,1,1946-1970,meuble,33.900261051848396,40.70031146817973,23.700183292903695
GROS CAILLOU,1,1946-1970,meuble,39.39982180964969,47.29978645025098,27.59987496511412
GRANDES CARRIERES - CLICHY,1,1946-1970,meuble,30.299991555412046,36.399988186968045,21.199993713818905
MAIRIE,1,1946-1970,meuble,34.23124575408755,41.097495145564295,23.931872870183135
SEINE,1,1946-1970,meuble,36.88360729403203,44.28359194993722,25.799948187677465
MONNAIE,1,1946-1970,meuble,36.89999769350031,44.29999769350031,25.8
BASTILLE - POPINCOURT,1,1946-1970,meuble,29.36402236104455,35.21868854500285,20.536677041155095
BELLEVILLE,1,1946-1970,meuble,29.188795286654447,34.98879528665445,20.399961045974766
AMANDIERS - MENILMONTANT,1,1946-1970,meuble,28.80012039762351,34.600124078638174,20.200063879826413
BERCY,1,1946-1970,meuble,28.800144900547327,34.600171993931596,20.200096486002018
ECOLE MILITAIRE,1,1946-1970,meuble,39.399810631303836,47.29977281988911,27.599867504237196
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,1,1946-1970,meuble,30.299956068565766,36.39994408726552,21.199968049866012
BATIGNOLLES,1,1946-1970,meuble,29.69414350508178,35.65884359028319,20.81176999319189
MONCEAU,1,1946-1970,meuble,34.030425088451544,40.85651010614186,23.791297586469636
ANVERS - MONTHOLON,1,1946-1970,meuble,33.199962588257186,39.7999561379567,23.19997419879806
MOUTON - DUVERNET,1,1946-1970,meuble,30.287239802624608,36.37016603520809,21.222215210414326
VAL DE GRACE,1,1946-1970,meuble,36.79644239442541,44.195730110863394,25.797508756089353
DAUPHINE,1,1946-1970,meuble,33.9,40.7,23.7
SECRETAN,1,1946-1970,meuble,28.884401254535096,34.684401254535096,20.256266892144225
JARDIN DES PLANTES,1,1946-1970,meuble,29.80246620265489,35.802959181707806,20.901725818977912
CAMBRONNE - GARIBALDI,1,1946-1970,meuble,32.40012473963234,38.90015009171706,22.700087015380063
HALLES - BEAUBOURG - MONTORGUEIL,1,1946-1970,meuble,35.22307343675328,42.269352155686185,24.650405836531927
FAUBOURG MONTMARTRE,1,1946-1970,non-meuble,29.692721865967847,35.61845081177404,20.813109086244705
CLIGNANCOURT - JULES JOFFRIN,1,1946-1970,non-meuble,26.6,31.9,18.6
GOUTTE D'OR - CHATEAU ROUGE,1,1946-1970,non-meuble,25.94372869139155,31.112474429669856,18.140610615435925
LEGENDRE - LEVIS,1,1946-1970,non-meuble,27.340521312295575,32.810195330531386,19.162971109372542
CHAMPERRET - BERTHIER,1,1946-1970,non-meuble,28.377879011957834,34.07307010151389,19.884611486579363
HOCHE - FRIEDLAND,1,1946-1970,non-meuble,32.39975575042185,38.89970530737211,22.69982875977295
MUETTE SUD,1,1946-1970,non-meuble,29.699488325284197,35.59939357070719,20.7996399326074
PASTEUR - MONTPARNASSE,1,1946-1970,non-meuble,28.39997482195308,34.09996949947899,19.899982336833155
GRANGE AUX BELLES - TERRAGE,1,1946-1970,non-meuble,25.60021720230583,30.700260867002363,17.900155943606883
BIBLIOTHEQUE - SEINE,1,1946-1970,non-meuble,25.500037623682097,30.60004405962908,17.900024751788127
SENTIER - ARTS ET METIERS,1,1946-1970,non-meuble,32.29986737018404,38.79983911636005,22.59990773278974
CHATEAU D'EAU - LANCRY,1,1946-1970,non-meuble,25.600802617227078,30.700964065674476,17.900571976587933
CROULEBARBE,1,1946-1970,non-meuble,29.099666445354334,34.899601544649634,20.399766240528862
EPINETTES - BESSIERES,1,1946-1970,non-meuble,25.600044557090317,30.700053468508383,17.900035049152383
SAINT - PLACIDE,1,1946-1970,non-meuble,34.59997829754469,41.49997409706946,24.19998494829712
SAINT - THOMAS D'AQUIN,1,1946-1970,non-meuble,34.59987540018585,41.49985274567419,24.19991504558126
GAMBETTA,1,1946-1970,non-meuble,25.41970742937402,30.519707429374023,17.819707429374017
SAINT - LAMBERT,1,1946-1970,non-meuble,26.397283230589842,31.64212043741798,18.44347882212306
BOIS DE BOULOGNE,1,1946-1970,non-meuble,28.624267857092,34.325058201559024,20.043003307046554
NATION - PICPUS,1,1946-1970,non-meuble,26.59997638109291,31.8999726222332,18.599983898800662
PLAINE LAGNY,1,1946-1970,non-meuble,25.50000292874231,30.60000402666795,17.900000732891034
DIDOT - PORTE DE VANVES,1,1946-1970,non-meuble,24.80002240194877,29.80002580021177,17.400015292183504
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,1,1946-1970,non-meuble,24.800114398354612,29.800134789893267,17.400078751048213
CHAILLOT,1,1946-1970,non-meuble,29.70006525126972,35.60007974921261,20.800045690991197
MARAIS - ARCHIVES,1,1946-1970,non-meuble,32.32501580154563,38.825015801545625,22.625015801545633
OPERA - CHAUSSEE D'ANTIN,1,1946-1970,non-meuble,32.32198630622157,38.805438209409374,22.645626444524694
OLYMPIADES - CHOISY,1,1946-1970,non-meuble,25.438233985818314,30.529410269506645,17.85588141844165
SORBONNE,1,1946-1970,non-meuble,32.30000006936119,38.80000002789209,22.600000129969892
LA CHAPELLE - MARX DORMOY,1,1946-1970,non-meuble,25.518980014029346,30.61898657582883,17.90002343499816
ELYSEES - MADELEINE,1,1946-1970,non-meuble,32.264258654910826,38.73409391155768,22.60447831271503
DANUBE,1,1946-1970,non-meuble,25.5,30.6,17.9
FLANDRE - AUBERVILLIERS,1,1946-1970,non-meuble,25.500022047341414,30.600026333780487,17.90001530871098
SAINT - VICTOR,1,1946-1970,non-meuble,32.27729899535792,38.77253882289718,22.584256170492832
ALIGRE - GARE DE LYON,1,1946-1970,non-meuble,25.60003847109898,30.700047362964515,17.900027964810622
ALLERAY - PROCESSION,1,1946-1970,non-meuble,26.685044769855928,31.995283313337513,18.65276092840955
AUTEUIL NORD,1,1946-1970,non-meuble,27.00038483845268,32.400456104832806,18.900270812244475
VAUGIRARD - PARC DES EXPOSITIONS,1,1946-1970,non-meuble,26.576641488984826,31.87080186123103,18.58248111673862
BEL - AIR SUD,1,1946-1970,non-meuble,25.348713128012008,30.456207455398467,17.733724473239082
LOUVRE - OPERA,1,1946-1970,non-meuble,32.22762293793545,38.69489439216336,22.574377566407474
VALLEE DE FECAMP,1,1946-1970,non-meuble,26.587069838545002,31.885080582936535,18.591048349761923
SALPETRIERE - AUSTERLITZ,1,1946-1970,non-meuble,26.032512398650802,31.221272499291445,18.254991835600432
NATIONALE - DEUX MOULINS,1,1946-1970,non-meuble,25.23242784135721,30.29420331652333,17.708876891197143
NATION - ALEXANDRE DUMAS,1,1946-1970,non-meuble,26.09991468392516,31.29989777542897,18.29992966483105
BELLEVILLE - SAINT-MAUR,1,1946-1970,non-meuble,25.840908399733536,30.989090371499277,18.092726914332854
TEMPLE - ENFANTS ROUGES,1,1946-1970,non-meuble,32.29990847565813,38.79988932907916,22.599936039343113
MARAIS - PLACE DES VOSGES,1,1946-1970,non-meuble,32.320630952829504,38.82059417613492,22.620684401482073
AMIRAUX - SIMPLON - POISSONNIERS,1,1946-1970,non-meuble,26.06708317217982,31.260499806615783,18.226958220525873
PIGALLE - MARTYRS,1,1946-1970,non-meuble,29.299542735682124,35.14187005686011,20.539075099012152
CITROEN - BOUCICAUT,1,1946-1970,non-meuble,27.0,32.4,18.9
VIOLET - COMMERCE,1,1946-1970,non-meuble,26.999891651553757,32.399862213181514,18.899916387404637
PLACE DES FETES,1,1946-1970,non-meuble,25.500001909385663,30.600001909385664,17.9
ODEON,1,1946-1970,non-meuble,32.399995425756735,38.89999542575674,22.69999542575674
MASSENA - JEANNE D'ARC,1,1946-1970,non-meuble,25.5,30.6,17.9
JARDIN DE REUILLY,1,1946-1970,non-meuble,26.08900330712693,31.310388189130848,18.246233018418607
SAINT - VINCENT DE PAUL - LARIBOISIERE,1,1946-1970,non-meuble,29.099953912473158,34.899944694967786,20.39996708030343
PLATEAU,1,1946-1970,non-meuble,25.328767574235368,30.428767574235366,17.728766847578775
MONTPARNASSE - RASPAIL,1,1946-1970,non-meuble,28.74469628771471,34.478594791783095,20.152112831461338
LA FOURCHE - GUY MOQUET,1,1946-1970,non-meuble,25.600037057658717,30.700044469190455,17.900027251657438
CHARLES HERMITE - EVANGILE,1,1946-1970,non-meuble,25.52510316077412,30.625103160774117,17.9
JEAN MOULIN - PORTE D'ORLEANS,1,1946-1970,non-meuble,26.099236632207916,31.299110151771984,18.299450423052132
INVALIDES,1,1946-1970,non-meuble,34.59997369096762,41.49996890750719,24.199982062023373
LOUIS BLANC - AQUEDUC,1,1946-1970,non-meuble,28.442706746268225,34.11124854268483,19.930506415773596
NOTRE - DAME DES CHAMPS,1,1946-1970,non-meuble,33.99227592400864,40.781777130592985,23.78563999452166
ITALIE - PEUPLIERS - RUNGIS,1,1946-1970,non-meuble,24.800036792454687,29.80004197939116,17.40002593468236
TRIANGLE D'OR,1,1946-1970,non-meuble,32.40005884018759,38.90006882305176,22.700039730825967
MARTIN LUTHER KING,1,1946-1970,non-meuble,26.010086796923375,31.192104156308048,18.2280694375387
BAS - BELLEVILLE,1,1946-1970,non-meuble,25.3000210642912,30.400021064291202,17.7000140428608
BLANCHE - TRINITE,1,1946-1970,non-meuble,29.20395815102032,35.026009681283846,20.472454330242698
RENNES,1,1946-1970,non-meuble,34.21749208482401,41.04794519115564,23.939199148743644
MANIN - JAURES,1,1946-1970,non-meuble,25.48439935363095,30.584399353630953,17.884399353630947
MUETTE NORD,1,1946-1970,non-meuble,29.70001084961817,35.60001306382596,20.800007528306487
PORTE DES LILAS,1,1946-1970,non-meuble,25.5,30.6,17.9
EMERIAU - ZOLA,1,1946-1970,non-meuble,27.0,32.4,18.9
PORTE SAINT-DENIS - PARADIS,1,1946-1970,non-meuble,29.099845571582225,34.89981505720205,20.399889163553905
GEORGES BRASSENS,1,1946-1970,non-meuble,26.199971386996992,31.399967299425132,18.29998160592664
MONTMARTRE,1,1946-1970,non-meuble,26.60005019750513,31.90006023700615,18.600036142203695
TELEGRAPHE - PELLEPORT - SAINT-FARGEAU,1,1946-1970,non-meuble,25.48088438265576,30.580884382655757,17.880857946844422
SAINT - GERMAIN DES PRES,1,1946-1970,non-meuble,32.40037165653601,38.900439230451646,22.70025340218364
BEL - AIR NORD,1,1946-1970,non-meuble,25.300032443604294,30.400036851673853,17.700023627465182
AUTEUIL SUD,1,1946-1970,non-meuble,27.0,32.4,18.9
PONT DE FLANDRE,1,1946-1970,non-meuble,25.5,30.6,17.9
SAINT - PHILIPPE DU ROULE,1,1946-1970,non-meuble,32.02486513005682,38.44150182562501,22.43601620263258
TERNES - MAILLOT,1,1946-1970,non-meuble,28.400026068723196,34.10003018544528,19.900018065269144
MONTSOURIS - DAREAU,1,1946-1970,non-meuble,25.619708334466306,30.72365118704675,17.915766498334147
DUPLEIX - LA MOTTE PICQUET,1,1946-1970,non-meuble,27.00005819157412,32.40006965526489,18.900040899965862
LEON BLUM - FOLIE-REGNAULT,1,1946-1970,non-meuble,25.636044035949254,30.743253775121094,17.92883585008073
BASSIN DE LA VILLETTE,1,1946-1970,non-meuble,25.50000034058022,30.60000034058022,17.900000000000002
COURCELLES - WAGRAM,1,1946-1970,non-meuble,28.400085587969762,34.100101878780244,19.900059773781585
ROSA PARKS - MACDONALD,1,1946-1970,non-meuble,25.5,30.6,17.9
REUNION - PERE LACHAISE,1,1946-1970,non-meuble,25.386124099093706,30.486125213870036,17.786120308957017
FAUBOURG DU TEMPLE - HOPITAL SAINT-LOUIS,1,1946-1970,non-meuble,25.599993851447778,30.699993851447775,17.899995900965184
SAINT BLAISE,1,1946-1970,non-meuble,25.49999701521678,30.599997015216783,17.89999701521678
PEREIRE - MALESHERBES,1,1946-1970,non-meuble,27.35326055937208,32.82570850706167,19.171833432606668
REPUBLIQUE - SAINT-AMBROISE,1,1946-1970,non-meuble,25.877195164348617,31.032636028199256,18.121735990688848
PERNETY,1,1946-1970,non-meuble,24.93076001882107,29.95087868749276,17.490526423814625
EUROPE,1,1946-1970,non-meuble,29.70023712710706,35.600292244734725,20.800168054558707
GROS CAILLOU,1,1946-1970,non-meuble,34.59984215969623,41.499810747635124,24.199890156888106
GRANDES CARRIERES - CLICHY,1,1946-1970,non-meuble,26.59999150514144,31.899989806169724,18.59999452341975
MAIRIE,1,1946-1970,non-meuble,29.998122261659876,35.96437285646184,21.009790140789605
SEINE,1,1946-1970,non-meuble,32.3836159074918,38.88360245081402,22.68363514879998
MONNAIE,1,1946-1970,non-meuble,32.39999769350031,38.89999769350031,22.69999769350031
BASTILLE - POPINCOURT,1,1946-1970,non-meuble,25.736688481980288,30.86402655876841,18.009345382912016
BELLEVILLE,1,1946-1970,non-meuble,25.588814763667067,30.688814763667065,17.899961045974766
AMANDIERS - MENILMONTANT,1,1946-1970,non-meuble,25.300091218471298,30.400093058978626,17.700062039319086
BERCY,1,1946-1970,non-meuble,25.300123716745105,30.40014175621096,17.700087432083606
ECOLE MILITAIRE,1,1946-1970,non-meuble,34.599832326861545,41.49979978352498,24.1998836200942
MOSKOWA - PORTE MONTMARTRE - PORTE DE CLIGNANCOURT,1,1946-1970,non-meuble,26.599960062332517,31.899952074799018,18.59997204363276
BATIGNOLLES,1,1946-1970,non-meuble,26.011791751840082,31.19414963527951,18.22942301569005
MONCEAU,1,1946-1970,non-meuble,29.817382604159945,35.743467670957365,20.88260258057287
ANVERS - MONTHOLON,1,1946-1970,non-meuble,29.099967748497576,34.89996129819709,20.39997677891825
MOUTON - DUVERNET,1,1946-1970,non-meuble,26.5319555981486,31.823543825956072,18.603235029269776
VAL DE GRACE,1,1946-1970,non-meuble,32.29684891401617,38.79618770819318,22.597814835183293
DAUPHINE,1,1946-1970,non-meuble,29.7,35.6,20.8
SECRETAN,1,1946-1970,non-meuble,25.35626780846298,30.45626780846298,17.75626689214423
JARDIN DES PLANTES,1,1946-1970,non-meuble,26.10218446631562,31.302642394702076,18.301515099069167
CAMBRONNE - GARIBALDI,1,1946-1970,non-meuble,28.400111031958808,34.100130886948286,19.900075370968874
HALLES - BEAUBOURG - MONTORGUEIL,1,1946-1970,non-meuble,30.899934077286833,37.09042795635312,21.64208567862071
FAUBOURG MONTMARTRE,1,1971-1990,meuble,32.40291854729137,38.89272555138996,22.659227402157335
CLIGNANCOURT - JULES JOFFRIN,1,1971-1990,meuble,28.4,34.1,19.9
GOUTTE D'OR - CHATEAU ROUGE,1,1971-1990,meuble,29.975152118410023,36.00330849972603,21.015731909059184
LEGENDRE - LEVIS,1,1971-1990,meuble,33.48760850443576,40.165131301555064,23.448293354928616
CHAMPERRET - BERTHIER,1,1971-1990,meuble,35.06633762689236,42.05960515227084,24.57595544778026
HOCHE - FRIEDLAND,1,1971-1990,meuble,34.700011945407304,41.60001625937088,24.300010286667234
MUETTE SUD,1,1971-1990,meuble,34.49948832528419,41.3993935707072,24.199639932607397
PASTEUR - MONTPARNASSE,1,1971-1990,meuble,35.099920399043945,42.09990587444073,24.599942185948784
GRANGE AUX BELLES - TERRAGE,1,1971-1990,meuble,30.800000351898795,36.999998279164636,21.59999554359335
BIBLIOTHEQUE - SEINE,1,1971-1990,meuble,24.70045648033947,29.600549063596763,17.300317357453583
SENTIER - ARTS ET METIERS,1,1971-1990,meuble,35.59988072716581,42.69985825580469,24.89991703058407
CHATEAU D'EAU - LANCRY,1,1971-1990,meuble,30.80029378812242,37.000347624600124,21.600190740176938
CROULEBARBE,1,1971-1990,meuble,31.900013420281624,38.30001178252762,22.300010474649724
EPINETTES - BESSIERES,1,1971-1990,meuble,30.800047430549782,37.000052166328764,21.600028451053873
SAINT - PLACIDE,1,1971-1990,meuble,37.99998984885155,45.59998774861394,26.599992999207966
SAINT - THOMAS D'AQUIN,1,1971-1990,meuble,37.99981310027877,45.59977345488337,26.599869736557935
GAMBETTA,1,1971-1990,meuble,25.703657132824766,30.804388559389725,17.982486850320843
SAINT - LAMBERT,1,1971-1990,meuble,29.638048279890025,35.54565829545851,20.776633855854765
BOIS DE BOULOGNE,1,1971-1990,meuble,33.42426788325935,40.125058231858056,23.443003324950528
NATION - PICPUS,1,1971-1990,meuble,28.399998059627965,34.09999648966193,19.89999745984794
PLAINE LAGNY,1,1971-1990,meuble,24.70012149201297,29.600146010000692,17.30008380032851
DIDOT - PORTE DE VANVES,1,1971-1990,meuble,31.89998707162395,38.29998380629614,22.299991276669545
BUTTES AUX CAILLES - DAVIEL - BOUSSINGAULT,1,1971-1990,meuble,31.899979911551323,38.2999762591061,22.29998721644175
CHAILLOT,1,1971-1990,meuble,34.500030825699454,41.40003625136613,24.200020499247763
MARAIS - ARCHIVES,1,1971-1990,meuble,35.37485778608929,42.42482618299802,24.74990519072619
OPERA - CHAUSSEE D'ANTIN,1,1971-1990,meuble,34.633818749154166,41.52200115475881,24.25272714766236
